X;Y;Attack1;Attack2;Ability;Protect;Jump;Damage;EnemyX;EnemyY;EnemyDamage;moveCode
-3.880184;-3.263008;0;0;0;0;0;0;-3.530982;-3.480626;0;Punch
-3.880184;-3.263008;0;0;0;0;1;0;-3.530982;-3.480626;0;Jump
-3.850184;-3.237944;0;0;0;0;1;0;-3.525763;-3.52156;0;Jump
-3.820184;-3.216804;0;0;0;0;1;0;-3.520544;-3.566418;0;Jump
-3.790184;-3.199588;0;0;0;0;1;0;-3.515324;-3.615201;0;Jump
-3.760184;-3.186296;0;0;0;0;1;0;-3.510105;-3.667907;0;Jump
-3.730184;-3.176928;0;0;0;0;1;0;-3.504885;-3.724537;0;Jump
-3.700184;-3.171484;0;0;0;0;1;0;-3.520861;-3.790884;0;Jump
-3.670184;-3.169964;0;0;0;0;1;0;-3.536837;-3.861155;0;Jump
-3.640184;-3.172368;0;0;0;0;1;0;-3.552812;-3.935349;0;Jump
-3.610184;-3.178695;0;0;0;0;1;0;-3.568788;-4.013468;0;Jump
-3.580184;-3.188947;0;0;0;0;1;0;-3.584764;-3.938551;0;Jump
-3.550184;-3.203123;0;0;0;0;1;0;-3.577627;-3.877786;0;Jump
-3.520184;-3.221223;0;0;0;0;1;0;-3.570491;-3.820945;0;Jump
-3.490184;-3.243247;0;0;0;0;1;0;-3.563354;-3.768027;0;Jump
-3.460184;-3.269195;0;0;0;0;1;0;-3.556217;-3.719034;0;Jump
-3.427941;-3.264118;0;0;0;0;1;0;-3.55846;-3.697527;0;Jump
-3.397941;-3.262965;0;0;0;0;1;0;-3.550899;-3.685985;0;Jump
-3.367941;-3.265736;0;0;0;0;1;0;-3.543337;-3.678366;0;Jump
-3.337941;-3.272431;0;0;0;0;1;0;-3.535775;-3.674672;0;Jump
-3.307941;-3.283049;0;0;0;0;1;0;-3.528214;-3.674901;0;Jump
-3.277941;-3.297592;0;0;0;0;1;0;-3.520652;-3.679055;0;Jump
-3.247941;-3.316059;0;0;0;0;1;0;-3.52246;-3.698123;0;Jump
-3.217942;-3.33845;0;0;0;0;1;0;-3.524268;-3.721115;0;Jump
-3.187942;-3.364764;0;0;0;0;1;0;-3.526077;-3.74803;0;Jump
-3.157942;-3.395003;0;0;0;0;1;0;-3.527885;-3.77887;0;Jump
-3.127942;-3.429166;0;0;0;0;1;0;-3.529693;-3.813634;0;Jump
-3.097942;-3.467253;0;0;0;0;1;0;-3.530376;-3.845188;0;Jump
-3.067942;-3.509264;0;0;0;0;1;0;-3.53106;-3.880666;0;Jump
-3.037942;-3.555198;0;0;0;0;1;0;-3.531744;-3.920069;0;Jump
-3.007942;-3.605057;0;0;0;0;1;0;-3.532427;-3.963395;0;Jump
-3.007942;-3.605057;0;0;0;0;0;0;-3.532427;-3.963395;0;Shoot
-2.977942;-3.65884;0;0;0;0;0;0;-3.533111;-3.897216;0;Shoot
-2.947942;-3.716547;0;0;0;0;0;0;-3.546895;-3.826766;0;Shoot
-2.917942;-3.778177;0;0;0;0;0;0;-3.560679;-3.760241;0;Shoot
-2.913959;-3.767334;0;0;0;0;0;0;-3.574464;-3.697639;0;Shoot
-2.885822;-3.759663;0;0;0;0;0;0;-3.588248;-3.638962;0;Shoot
-2.857298;-3.754086;0;0;0;0;0;0;-3.602033;-3.584208;0;Shoot
-2.82691;-3.757466;0;0;0;0;0;0;-3.584276;-3.527018;0;Shoot
-2.79691;-3.765311;0;0;0;0;0;0;-3.566519;-3.473751;0;Shoot
-2.76691;-3.77708;0;0;0;0;0;0;-3.548762;-3.424408;0;Shoot
-2.73691;-3.792773;0;0;0;0;0;0;-3.531005;-3.37899;0;Shoot
-2.70691;-3.81239;0;0;0;0;0;0;-3.513248;-3.337495;0;Shoot
-2.67691;-3.835931;0;0;0;0;0;0;-3.514676;-3.302807;0;Shoot
-2.64691;-3.863396;0;0;0;0;0;0;-3.516104;-3.272043;0;Shoot
-2.61691;-3.894786;0;0;0;0;0;0;-3.517532;-3.245204;0;Shoot
-2.58691;-3.930099;0;0;0;0;0;0;-3.51896;-3.222288;0;Shoot
-2.55691;-3.969336;0;0;0;0;0;1;-3.520387;-3.203296;0;Shoot
-2.544175;-3.959909;0;0;0;0;0;1;-3.506358;-3.175065;0;Shoot
-2.515744;-3.957931;0;0;0;0;0;1;-3.492328;-3.150758;0;Shoot
-2.487314;-3.956349;0;0;0;0;0;1;-3.478299;-3.130375;0;Shoot
-2.458884;-3.955083;0;0;0;0;0;1;-3.464269;-3.113916;0;Shoot
-2.430453;-3.95407;0;0;0;0;0;1;-3.45024;-3.101381;0;Shoot
-2.402023;-3.95326;0;0;0;0;0;1;-3.440418;-3.114176;0;Shoot
-2.373592;-3.952611;0;0;0;0;0;1;-3.430597;-3.130894;0;Shoot
-2.345162;-3.952093;0;0;0;0;0;1;-3.420775;-3.151537;0;Shoot
-2.316731;-3.951678;0;0;0;0;0;1;-3.410953;-3.176104;0;Shoot
-2.288301;-3.951346;0;0;0;0;0;1;-3.401132;-3.204595;0;Shoot
-2.25987;-3.951081;0;0;0;0;0;1;-3.394598;-3.224577;0;Shoot
-2.23144;-3.950868;0;0;0;0;0;1;-3.388065;-3.248483;0;Shoot
-2.203009;-3.950698;0;0;0;0;0;1;-3.381532;-3.276313;0;Shoot
-2.174579;-3.950562;0;0;0;0;0;1;-3.374999;-3.308067;0;Shoot
-2.146148;-3.950454;0;0;0;0;0;1;-3.368466;-3.343745;0;Shoot
-2.117718;-3.950366;0;0;0;0;0;1;-3.361085;-3.386237;0;Shoot
-2.117718;-3.950366;0;0;0;0;0;0;-3.361085;-3.386237;0;Shoot
-2.089288;-3.950297;0;0;0;0;0;0;-3.353704;-3.432652;0;Shoot
-2.060857;-3.950241;0;0;0;0;0;0;-3.346323;-3.482991;0;Shoot
-2.032427;-3.950197;0;0;0;0;0;0;-3.338942;-3.537255;0;Shoot
-2.003996;-3.950161;0;0;0;0;0;0;-3.331561;-3.595442;0;Shoot
-1.975566;-3.950132;0;0;0;0;0;0;-3.321718;-3.655964;0;Shoot
-1.947135;-3.950109;0;0;0;0;0;0;-3.311876;-3.720409;0;Shoot
-1.918705;-3.950091;0;0;0;0;0;0;-3.302033;-3.788779;0;Shoot
-1.890275;-3.950076;0;0;0;0;0;0;-3.292191;-3.861072;0;Shoot
-1.890275;-3.950064;0;0;0;0;0;0;-3.282348;-3.937289;0;Shoot
-1.890275;-3.950055;0;0;0;0;0;0;-3.271738;-4.022565;0;Shoot
-1.890275;-3.950047;0;0;0;0;0;0;-3.261128;-3.946958;0;Shoot
-1.890275;-3.950042;0;0;0;0;0;0;-3.250518;-3.87135;0;Shoot
-1.918705;-3.950037;0;0;0;0;0;0;-3.239908;-3.799666;0;Shoot
-1.947136;-3.950033;0;0;0;0;0;0;-3.229297;-3.731906;0;Shoot
-1.975566;-3.95003;0;0;0;0;0;0;-3.218294;-3.669395;0;Shoot
-1.975566;-3.950027;0;0;0;0;0;0;-3.20729;-3.610808;0;Shoot
-1.975566;-3.950026;0;0;0;0;0;0;-3.196287;-3.556146;0;Shoot
-1.975566;-3.950024;0;0;0;0;0;0;-3.185283;-3.505407;0;Shoot
-1.975566;-3.950023;0;0;0;0;0;0;-3.17428;-3.458592;0;Shoot
-1.975566;-3.950022;0;0;0;0;0;0;-3.167148;-3.411967;0;Shoot
-1.975566;-3.950021;0;0;0;0;0;0;-3.160017;-3.369265;0;Shoot
-1.975566;-3.95002;0;0;0;0;0;0;-3.152885;-3.330487;0;Shoot
-1.975566;-3.95002;0;0;0;0;0;0;-3.145754;-3.295634;0;Shoot
-1.975566;-3.950019;0;0;0;0;0;0;-3.138622;-3.264704;0;Shoot
-1.975566;-3.950019;0;0;0;0;0;0;-3.129165;-3.241291;0;Shoot
-1.975566;-3.950019;0;0;0;0;0;0;-3.119708;-3.221802;0;Shoot
-1.975566;-3.950018;0;0;0;0;0;0;-3.110251;-3.206238;0;Shoot
-1.975566;-3.950018;0;0;0;0;0;0;-3.100795;-3.194597;0;Shoot
-1.975566;-3.950018;0;0;0;0;0;0;-3.091338;-3.18688;0;Shoot
-1.975566;-3.950018;0;0;0;0;0;0;-3.087878;-3.184328;0;Shoot
-1.975566;-3.950018;0;0;0;0;0;0;-3.084418;-3.185699;0;Shoot
-1.975566;-3.950018;0;0;0;0;0;0;-3.080959;-3.190995;0;Shoot
-1.975566;-3.950018;0;0;0;0;0;0;-3.077499;-3.200214;0;Shoot
-1.975566;-3.950018;0;0;0;0;0;0;-3.074039;-3.213358;0;Shoot
-1.975566;-3.950018;0;0;0;0;0;0;-3.070774;-3.228094;0;Shoot
-1.975566;-3.950018;0;0;0;0;0;0;-3.067508;-3.246755;0;Shoot
-1.975566;-3.950018;0;0;0;0;0;0;-3.064243;-3.269339;0;Shoot
-1.975566;-3.950018;0;0;0;1;0;0;-3.064243;-3.269339;0;Punch
-1.975566;-3.950018;0;0;0;1;0;0;-3.060978;-3.295848;0;Punch
-1.975566;-3.950018;0;0;0;1;0;0;-3.057712;-3.32628;0;Punch
-1.975566;-3.950018;0;0;0;1;0;0;-3.054461;-3.345395;0;Punch
-1.975566;-3.950018;0;0;0;1;0;0;-3.051209;-3.368434;0;Punch
-1.975566;-3.950018;0;0;0;1;0;0;-3.047958;-3.395396;0;Punch
-1.975566;-3.950018;0;0;0;1;0;0;-3.044706;-3.426283;0;Punch
-1.975566;-3.950018;0;0;0;1;0;0;-3.041455;-3.461094;0;Punch
-1.975566;-3.950018;0;0;0;1;0;0;-3.023698;-3.506428;0;Punch
-1.975566;-3.950018;0;0;0;1;0;0;-3.005941;-3.555685;0;Punch
-1.975566;-3.950018;0;0;0;1;0;0;-2.988184;-3.608867;0;Punch
-1.975566;-3.950018;0;0;0;1;0;0;-2.970427;-3.665973;0;Punch
-1.975566;-3.950018;0;0;0;1;0;0;-2.95267;-3.727003;0;Punch
-1.975566;-3.950018;0;0;0;1;0;0;-2.956846;-3.808629;0;Punch
-1.975566;-3.950018;0;0;0;1;0;0;-2.961022;-3.894179;0;Punch
-1.947136;-3.950018;0;0;0;1;0;0;-2.965198;-3.983653;0;Punch
-1.918705;-3.950018;0;0;0;1;0;0;-2.969373;-3.916167;0;Punch
-1.918705;-3.950018;0;0;0;0;0;0;-2.969373;-3.916167;0;Shoot
-1.890275;-3.950018;0;0;0;0;0;0;-2.973549;-3.852606;0;Shoot
-1.861845;-3.950018;0;0;0;0;0;0;-2.96788;-3.788514;0;Shoot
-1.833414;-3.950018;0;0;0;0;0;0;-2.96221;-3.728345;0;Shoot
-1.804984;-3.950018;0;0;0;0;0;0;-2.956541;-3.672101;0;Shoot
-1.776554;-3.950018;0;0;0;0;0;0;-2.950871;-3.619781;0;Shoot
-1.748123;-3.950018;0;0;0;0;0;0;-2.945201;-3.571385;0;Shoot
-1.719693;-3.950018;0;0;0;0;0;0;-2.944775;-3.519379;0;Shoot
-1.691263;-3.950018;0;0;0;0;0;0;-2.944348;-3.471297;0;Shoot
-1.662832;-3.950018;0;0;0;0;0;0;-2.943921;-3.427138;0;Shoot
-1.662832;-3.950018;0;0;0;0;0;0;-2.943494;-3.386904;0;Shoot
-1.691263;-3.950018;0;0;0;0;0;0;-2.943068;-3.350594;0;Shoot
-1.719693;-3.950018;0;0;0;0;0;0;-2.940843;-3.32749;0;Shoot
-1.748124;-3.950018;0;0;0;0;0;0;-2.938619;-3.308309;0;Shoot
-1.776554;-3.950018;0;0;0;0;0;0;-2.936395;-3.293053;0;Shoot
-1.804985;-3.950018;0;0;0;0;0;0;-2.934171;-3.281721;0;Shoot
-1.833415;-3.950018;0;0;0;0;0;0;-2.931947;-3.274312;0;Shoot
-1.861846;-3.950018;0;0;0;0;0;0;-2.921602;-3.26205;0;Shoot
-1.890276;-3.950018;0;0;0;0;0;0;-2.911258;-3.253712;0;Shoot
-1.918707;-3.950018;0;0;0;0;0;0;-2.900914;-3.249299;0;Shoot
-1.947137;-3.950018;0;0;0;0;0;0;-2.89057;-3.248809;0;Shoot
-1.947137;-3.950018;0;0;0;0;0;0;-2.880226;-3.252243;0;Shoot
-1.947137;-3.950018;0;0;0;0;0;0;-2.876305;-3.263483;0;Shoot
-1.947137;-3.950018;0;0;0;0;0;0;-2.872383;-3.278646;0;Shoot
-1.947137;-3.950018;0;0;0;0;0;0;-2.868461;-3.297734;0;Shoot
-1.947137;-3.950018;0;0;0;0;0;0;-2.864539;-3.320746;0;Shoot
-1.947137;-3.950018;0;0;0;0;0;0;-2.860618;-3.347682;0;Shoot
-1.947137;-3.950018;0;0;0;0;0;0;-2.852597;-3.380449;0;Shoot
-1.947137;-3.950018;0;0;0;0;0;0;-2.844575;-3.41714;0;Shoot
-1.947137;-3.950018;0;0;0;0;0;0;-2.836554;-3.457755;0;Shoot
-1.947137;-3.950018;0;0;0;0;0;0;-2.828533;-3.502294;0;Shoot
-1.947137;-3.950018;0;0;0;0;0;0;-2.820512;-3.550757;0;Shoot
-1.947137;-3.950018;0;0;0;0;0;0;-2.830058;-3.591779;0;Shoot
-1.947137;-3.950018;0;0;0;0;0;0;-2.839603;-3.636724;0;Shoot
-1.947137;-3.950018;0;0;0;0;0;0;-2.849149;-3.685594;0;Shoot
-1.947137;-3.950018;0;0;0;0;0;0;-2.858694;-3.738388;0;Shoot
-1.947137;-3.950018;0;0;0;0;0;0;-2.86824;-3.795105;0;Shoot
-1.947137;-3.950018;0;0;0;0;0;0;-2.871531;-3.869513;0;Shoot
-1.947137;-3.950018;0;0;0;0;0;0;-2.874823;-3.947845;0;Shoot
-1.947137;-3.950018;0;0;0;0;0;0;-2.878115;-3.877064;0;Shoot
-1.947137;-3.950018;0;0;0;0;0;0;-2.881406;-3.810208;0;Shoot
-1.947137;-3.950018;0;0;0;0;0;0;-2.884698;-3.747276;0;Shoot
-1.947137;-3.950018;0;0;0;0;0;0;-2.897304;-3.684897;0;Shoot
-1.947137;-3.950018;0;0;0;0;0;0;-2.90991;-3.626443;0;Shoot
-1.939209;-3.950093;0;0;0;0;0;0;-2.922516;-3.571912;0;Shoot
-1.939209;-3.950093;0;0;0;1;0;0;-2.922516;-3.571912;0;Punch
-1.936712;-3.950138;0;0;0;1;0;0;-2.935122;-3.521306;0;Punch
-1.936273;-3.950162;0;0;0;1;0;0;-2.947727;-3.474623;0;Punch
-1.936097;-3.950166;0;0;0;1;0;0;-2.944805;-3.432922;0;Punch
-1.935975;-3.950152;0;0;0;1;0;0;-2.941883;-3.395144;0;Punch
-1.935975;-3.950125;0;0;0;1;0;0;-2.938961;-3.36129;0;Punch
-1.935975;-3.950104;0;0;0;1;0;0;-2.936038;-3.331361;0;Punch
-1.935975;-3.950086;0;0;0;1;0;0;-2.933116;-3.305355;0;Punch
-1.935975;-3.950073;0;0;0;1;0;0;-2.926292;-3.284158;0;Punch
-1.935975;-3.950062;0;0;0;1;0;0;-2.919467;-3.266885;0;Punch
-1.935975;-3.950053;0;0;0;1;0;0;-2.912643;-3.253536;0;Punch
-1.935975;-3.950046;0;0;0;1;0;0;-2.905819;-3.244112;0;Punch
-1.935975;-3.95004;0;0;0;1;0;0;-2.898995;-3.238611;0;Punch
-1.935975;-3.950035;0;0;0;1;0;0;-2.900255;-3.241276;0;Punch
-1.935975;-3.950032;0;0;0;1;0;0;-2.901516;-3.247865;0;Punch
-1.935975;-3.950029;0;0;0;1;0;0;-2.902776;-3.258378;0;Punch
-1.935975;-3.950027;0;0;0;1;0;0;-2.904037;-3.272815;0;Punch
-1.935975;-3.950025;0;0;0;0;0;0;-2.905297;-3.291176;0;Shoot
-1.935975;-3.950023;0;0;0;0;0;0;-2.894224;-3.301619;0;Shoot
-1.935975;-3.950022;0;0;0;0;0;0;-2.883151;-3.315985;0;Shoot
-1.935975;-3.950021;0;0;0;0;0;0;-2.872078;-3.334276;0;Shoot
-1.935975;-3.95002;0;0;0;0;0;0;-2.861005;-3.35649;0;Shoot
-1.935975;-3.95002;0;0;0;0;0;0;-2.849932;-3.382629;0;Shoot
-1.935975;-3.950019;0;0;0;0;0;0;-2.84341;-3.420255;0;Shoot
-1.935975;-3.950019;0;0;0;0;0;0;-2.836887;-3.461805;0;Shoot
-1.935975;-3.950019;0;0;0;0;0;0;-2.830365;-3.50728;0;Shoot
-1.935975;-3.950018;0;0;0;0;0;0;-2.823843;-3.556678;0;Shoot
-1.935975;-3.950018;0;0;0;0;0;0;-2.817321;-3.61;0;Shoot
-1.935975;-3.950018;0;0;0;0;0;0;-2.819623;-3.661911;0;Shoot
-1.935975;-3.950018;0;0;0;0;0;0;-2.821925;-3.717747;0;Shoot
-1.935975;-3.950018;0;0;0;0;0;0;-2.824227;-3.777507;0;Shoot
-1.935975;-3.950018;0;0;0;0;0;0;-2.826529;-3.84119;0;Shoot
-1.935975;-3.950018;0;0;0;0;0;0;-2.82883;-3.908798;0;Shoot
-1.935975;-3.950018;0;0;0;0;0;0;-2.832877;-3.976825;0;Shoot
-1.935975;-3.950018;0;0;0;0;0;0;-2.836924;-3.895741;0;Shoot
-1.935975;-3.950018;0;0;0;0;0;0;-2.840971;-3.81858;0;Shoot
-1.935975;-3.950018;0;0;0;0;0;0;-2.845017;-3.745344;0;Shoot
-1.935975;-3.950018;0;0;0;0;0;0;-2.849064;-3.676031;0;Shoot
-1.935975;-3.950018;0;0;0;0;0;0;-2.833155;-3.609225;0;Shoot
-1.935975;-3.950018;0;0;0;0;0;0;-2.817246;-3.546342;0;Shoot
-1.929335;-3.950018;0;0;0;0;0;0;-2.801337;-3.487384;0;Shoot
-1.926461;-3.950018;0;0;0;0;0;0;-2.785428;-3.432349;0;Shoot
-1.925616;-3.950018;0;0;0;0;0;0;-2.769519;-3.381238;0;Shoot
-1.925551;-3.950018;0;0;0;0;0;0;-2.772129;-3.339856;0;Shoot
-1.925498;-3.950018;0;0;0;0;0;0;-2.77474;-3.302398;0;Shoot
-1.925498;-3.950018;0;0;0;1;0;0;-2.77474;-3.302398;0;Punch
-1.925457;-3.950018;0;0;0;1;0;0;-2.77735;-3.268864;0;Punch
-1.925424;-3.950018;0;0;0;1;0;0;-2.77996;-3.239254;0;Punch
-1.925398;-3.950018;0;0;0;1;0;0;-2.78257;-3.213568;0;Punch
-1.925378;-3.950018;0;0;0;1;0;0;-2.775583;-3.192616;0;Punch
-1.925362;-3.950018;0;0;0;1;0;0;-2.768596;-3.175589;0;Punch
-1.92535;-3.950018;0;0;0;1;0;0;-2.761609;-3.162485;0;Punch
-1.92534;-3.950018;0;0;0;1;0;0;-2.754622;-3.153306;0;Punch
-1.925333;-3.950018;0;0;0;1;0;0;-2.747635;-3.14805;0;Punch
-1.925327;-3.950018;0;0;0;1;0;0;-2.741834;-3.148995;0;Punch
-1.925323;-3.950018;0;0;0;1;0;0;-2.736033;-3.153864;0;Punch
-1.92532;-3.950018;0;0;0;1;0;0;-2.730232;-3.162657;0;Punch
-1.925318;-3.950018;0;0;0;1;0;0;-2.724432;-3.175374;0;Punch
-1.925316;-3.950018;0;0;0;1;0;0;-2.718631;-3.192015;0;Punch
-1.925315;-3.950018;0;0;0;1;0;0;-2.707567;-3.198199;0;Punch
-1.925315;-3.950018;0;0;0;1;0;0;-2.696503;-3.208307;0;Punch
-1.925315;-3.950018;0;0;0;1;0;0;-2.68544;-3.222339;0;Punch
-1.925315;-3.950018;0;0;0;0;0;0;-2.68544;-3.222339;0;Shoot
-1.925315;-3.950018;0;0;0;0;0;0;-2.674376;-3.240295;0;Shoot
-1.925315;-3.950018;0;0;0;0;0;0;-2.663312;-3.262175;0;Shoot
-1.925315;-3.950018;0;0;0;0;0;0;-2.658169;-3.294567;0;Shoot
-1.925315;-3.950018;0;0;0;0;0;0;-2.653025;-3.330882;0;Shoot
-1.925315;-3.950018;0;0;0;0;0;0;-2.647882;-3.371122;0;Shoot
-1.925315;-3.950018;0;0;0;0;0;0;-2.642738;-3.415285;0;Shoot
-1.925315;-3.950018;0;0;0;0;0;0;-2.637595;-3.463373;0;Shoot
-1.925315;-3.950018;0;0;0;0;0;0;-2.647001;-3.521742;0;Shoot
-1.925315;-3.950018;0;0;0;0;0;0;-2.656407;-3.584034;0;Shoot
-1.925315;-3.950018;0;0;0;0;0;0;-2.665813;-3.650251;0;Shoot
-1.925315;-3.950018;0;0;0;0;0;0;-2.675219;-3.720392;0;Shoot
-1.925315;-3.950018;0;0;0;0;0;0;-2.684625;-3.794457;0;Shoot
-1.925315;-3.950018;0;0;0;0;0;0;-2.684758;-3.869286;0;Shoot
-1.925315;-3.950018;0;0;0;0;0;0;-2.684891;-3.948039;0;Shoot
-1.925315;-3.950018;0;0;0;0;0;0;-2.685024;-3.869832;0;Shoot
-1.925315;-3.950018;0;0;0;0;0;0;-2.685157;-3.795549;0;Shoot
-1.925315;-3.950018;0;0;0;0;0;0;-2.685289;-3.72519;0;Shoot
-1.925315;-3.950018;0;0;0;0;0;0;-2.688178;-3.643649;0;Shoot
-1.925315;-3.950018;0;0;0;0;0;0;-2.691066;-3.566033;0;Shoot
-1.925315;-3.950018;0;0;0;0;0;0;-2.693955;-3.492341;0;Shoot
-1.925315;-3.950018;0;0;0;0;0;0;-2.696843;-3.422573;0;Shoot
-1.925315;-3.950018;0;0;0;0;0;0;-2.699732;-3.356728;0;Shoot
-1.925315;-3.950018;0;0;0;0;0;0;-2.693739;-3.32425;0;Shoot
-1.925315;-3.950018;0;0;0;0;0;0;-2.687746;-3.295696;0;Shoot
-1.925315;-3.950018;0;0;0;0;0;0;-2.681753;-3.271067;0;Shoot
-1.925315;-3.950018;0;0;0;0;0;0;-2.67576;-3.250361;0;Shoot
-1.925315;-3.950018;0;0;0;0;0;0;-2.669767;-3.233579;0;Shoot
